Data,Quantidade(mm)
31/12/55,
01/01/56,
02/01/56,
03/01/56,
04/01/56,
05/01/56,
06/01/56,
07/01/56,
08/01/56,
09/01/56,
10/01/56,
11/01/56,
12/01/56,
13/01/56,
14/01/56,
15/01/56,
16/01/56,
17/01/56,
18/01/56,
19/01/56,
20/01/56,
21/01/56,
22/01/56,
23/01/56,
24/01/56,
25/01/56,
26/01/56,
27/01/56,
28/01/56,
29/01/56,
30/01/56,
31/01/56,
01/02/56,
02/02/56,
03/02/56,
04/02/56,
05/02/56,
06/02/56,
07/02/56,
08/02/56,
09/02/56,
10/02/56,
11/02/56,
12/02/56,
13/02/56,
14/02/56,
15/02/56,
16/02/56,
17/02/56,
18/02/56,
19/02/56,
20/02/56,
21/02/56,
22/02/56,
23/02/56,
24/02/56,
25/02/56,
26/02/56,
27/02/56,
28/02/56,
29/02/56,
01/03/56,
02/03/56,
03/03/56,
04/03/56,
05/03/56,
06/03/56,
07/03/56,
08/03/56,
09/03/56,
10/03/56,
11/03/56,
12/03/56,
13/03/56,
14/03/56,
15/03/56,
16/03/56,
17/03/56,
18/03/56,
19/03/56,
20/03/56,
21/03/56,
22/03/56,
23/03/56,
24/03/56,
25/03/56,
26/03/56,
27/03/56,
28/03/56,
29/03/56,
30/03/56,
31/03/56,
01/04/56,
02/04/56,
03/04/56,
04/04/56,
05/04/56,
06/04/56,
07/04/56,
08/04/56,
09/04/56,
10/04/56,
11/04/56,
12/04/56,
13/04/56,
14/04/56,
15/04/56,
16/04/56,
17/04/56,
18/04/56,
19/04/56,
20/04/56,
21/04/56,
22/04/56,
23/04/56,
24/04/56,
25/04/56,
26/04/56,
27/04/56,
28/04/56,
29/04/56,
30/04/56,
01/05/56,
02/05/56,
03/05/56,
04/05/56,
05/05/56,
06/05/56,
07/05/56,
08/05/56,
09/05/56,
10/05/56,
11/05/56,
12/05/56,
13/05/56,
14/05/56,
15/05/56,
16/05/56,
17/05/56,
18/05/56,
19/05/56,
20/05/56,
21/05/56,
22/05/56,
23/05/56,
24/05/56,
25/05/56,
26/05/56,
27/05/56,
28/05/56,
29/05/56,
30/05/56,
31/05/56,
01/06/56,
02/06/56,
03/06/56,
04/06/56,
05/06/56,
06/06/56,
07/06/56,
08/06/56,
09/06/56,
10/06/56,
11/06/56,
12/06/56,
13/06/56,
14/06/56,
15/06/56,
16/06/56,
17/06/56,
18/06/56,
19/06/56,
20/06/56,
21/06/56,
22/06/56,
23/06/56,
24/06/56,
25/06/56,
26/06/56,
27/06/56,
28/06/56,
29/06/56,
30/06/56,
01/07/56,
02/07/56,
03/07/56,
04/07/56,
05/07/56,
06/07/56,
07/07/56,
08/07/56,
09/07/56,
10/07/56,
11/07/56,
12/07/56,
13/07/56,
14/07/56,
15/07/56,
16/07/56,
17/07/56,
18/07/56,
19/07/56,
20/07/56,
21/07/56,
22/07/56,
23/07/56,
24/07/56,
25/07/56,
26/07/56,
27/07/56,
28/07/56,
29/07/56,
30/07/56,
31/07/56,
01/08/56,
02/08/56,
03/08/56,
04/08/56,
05/08/56,
06/08/56,
07/08/56,
08/08/56,
09/08/56,
10/08/56,
11/08/56,
12/08/56,
13/08/56,
14/08/56,
15/08/56,
16/08/56,
17/08/56,
18/08/56,
19/08/56,
20/08/56,
21/08/56,
22/08/56,
23/08/56,
24/08/56,
25/08/56,
26/08/56,
27/08/56,
28/08/56,
29/08/56,
30/08/56,
31/08/56,
01/09/56,
02/09/56,
03/09/56,
04/09/56,
05/09/56,
06/09/56,
07/09/56,
08/09/56,
09/09/56,
10/09/56,
11/09/56,
12/09/56,
13/09/56,
14/09/56,
15/09/56,
16/09/56,
17/09/56,
18/09/56,
19/09/56,
20/09/56,
21/09/56,
22/09/56,
23/09/56,
24/09/56,
25/09/56,
26/09/56,
27/09/56,
28/09/56,
29/09/56,
30/09/56,
01/10/56,
02/10/56,
03/10/56,
04/10/56,
05/10/56,
06/10/56,
07/10/56,
08/10/56,
09/10/56,
10/10/56,
11/10/56,
12/10/56,
13/10/56,
14/10/56,
15/10/56,
16/10/56,
17/10/56,
18/10/56,
19/10/56,
20/10/56,
21/10/56,
22/10/56,
23/10/56,
24/10/56,
25/10/56,
26/10/56,
27/10/56,
28/10/56,
29/10/56,
30/10/56,
31/10/56,
01/11/56,
02/11/56,
03/11/56,
04/11/56,
05/11/56,
06/11/56,
07/11/56,
08/11/56,
09/11/56,
10/11/56,
11/11/56,
12/11/56,
13/11/56,
14/11/56,
15/11/56,
16/11/56,
17/11/56,
18/11/56,
19/11/56,
20/11/56,
21/11/56,
22/11/56,
23/11/56,
24/11/56,
25/11/56,
26/11/56,
27/11/56,
28/11/56,
29/11/56,
30/11/56,
01/12/56,
02/12/56,
03/12/56,
04/12/56,
05/12/56,
06/12/56,
07/12/56,
08/12/56,
09/12/56,
10/12/56,
11/12/56,
12/12/56,
13/12/56,
14/12/56,
15/12/56,
16/12/56,
17/12/56,
18/12/56,
19/12/56,
20/12/56,
21/12/56,
22/12/56,
23/12/56,
24/12/56,
25/12/56,
26/12/56,
27/12/56,
28/12/56,
29/12/56,
30/12/56,
31/12/56,
01/01/57,
02/01/57,
03/01/57,
04/01/57,
05/01/57,
06/01/57,
07/01/57,
08/01/57,
09/01/57,
10/01/57,
11/01/57,
12/01/57,
13/01/57,
14/01/57,
15/01/57,
16/01/57,
17/01/57,
18/01/57,
19/01/57,
20/01/57,
21/01/57,
22/01/57,
23/01/57,
24/01/57,
25/01/57,
26/01/57,
27/01/57,
28/01/57,
29/01/57,
30/01/57,
31/01/57,
01/02/57,
02/02/57,
03/02/57,
04/02/57,
05/02/57,
06/02/57,
07/02/57,
08/02/57,
09/02/57,
10/02/57,
11/02/57,
12/02/57,
13/02/57,
14/02/57,
15/02/57,
16/02/57,
17/02/57,
18/02/57,
19/02/57,
20/02/57,
21/02/57,
22/02/57,
23/02/57,
24/02/57,
25/02/57,
26/02/57,
27/02/57,
28/02/57,
01/03/57,
02/03/57,
03/03/57,
04/03/57,
05/03/57,
06/03/57,
07/03/57,
08/03/57,
09/03/57,
10/03/57,
11/03/57,
12/03/57,
13/03/57,
14/03/57,
15/03/57,
16/03/57,
17/03/57,
18/03/57,
19/03/57,
20/03/57,
21/03/57,
22/03/57,
23/03/57,
24/03/57,
25/03/57,
26/03/57,
27/03/57,
28/03/57,
29/03/57,
30/03/57,
31/03/57,
01/04/57,
02/04/57,
03/04/57,
04/04/57,
05/04/57,
06/04/57,
07/04/57,
08/04/57,
09/04/57,
10/04/57,
11/04/57,
12/04/57,
13/04/57,
14/04/57,
15/04/57,
16/04/57,
17/04/57,
18/04/57,
19/04/57,
20/04/57,
21/04/57,
22/04/57,
23/04/57,
24/04/57,
25/04/57,
26/04/57,
27/04/57,
28/04/57,
29/04/57,
30/04/57,
01/05/57,
02/05/57,
03/05/57,
04/05/57,
05/05/57,
06/05/57,
07/05/57,
08/05/57,
09/05/57,
10/05/57,
11/05/57,
12/05/57,
13/05/57,
14/05/57,
15/05/57,
16/05/57,
17/05/57,
18/05/57,
19/05/57,
20/05/57,
21/05/57,
22/05/57,
23/05/57,
24/05/57,
25/05/57,
26/05/57,
27/05/57,
28/05/57,
29/05/57,
30/05/57,
31/05/57,
01/06/57,
02/06/57,
03/06/57,
04/06/57,
05/06/57,
06/06/57,
07/06/57,
08/06/57,
09/06/57,
10/06/57,
11/06/57,
12/06/57,
13/06/57,
14/06/57,
15/06/57,
16/06/57,
17/06/57,
18/06/57,
19/06/57,
20/06/57,
21/06/57,
22/06/57,
23/06/57,
24/06/57,
25/06/57,
26/06/57,
27/06/57,
28/06/57,
29/06/57,
30/06/57,
01/07/57,
02/07/57,
03/07/57,
04/07/57,
05/07/57,
06/07/57,
07/07/57,
08/07/57,
09/07/57,
10/07/57,
11/07/57,
12/07/57,
13/07/57,
14/07/57,
15/07/57,
16/07/57,
17/07/57,
18/07/57,
19/07/57,
20/07/57,
21/07/57,
22/07/57,
23/07/57,
24/07/57,
25/07/57,
26/07/57,
27/07/57,
28/07/57,
29/07/57,
30/07/57,
31/07/57,
01/08/57,
02/08/57,
03/08/57,
04/08/57,
05/08/57,
06/08/57,
07/08/57,
08/08/57,
09/08/57,
10/08/57,
11/08/57,
12/08/57,
13/08/57,
14/08/57,
15/08/57,
16/08/57,
17/08/57,
18/08/57,
19/08/57,
20/08/57,
21/08/57,
22/08/57,
23/08/57,
24/08/57,
25/08/57,
26/08/57,
27/08/57,
28/08/57,
29/08/57,
30/08/57,
31/08/57,
01/09/57,
02/09/57,
03/09/57,
04/09/57,
05/09/57,
06/09/57,
07/09/57,
08/09/57,
09/09/57,
10/09/57,
11/09/57,
12/09/57,
13/09/57,
14/09/57,
15/09/57,
16/09/57,
17/09/57,
18/09/57,
19/09/57,
20/09/57,
21/09/57,
22/09/57,
23/09/57,
24/09/57,
25/09/57,
26/09/57,
27/09/57,
28/09/57,
29/09/57,
30/09/57,
01/10/57,
02/10/57,
03/10/57,
04/10/57,
05/10/57,
06/10/57,
07/10/57,
08/10/57,
09/10/57,
10/10/57,
11/10/57,
12/10/57,
13/10/57,
14/10/57,
15/10/57,
16/10/57,
17/10/57,
18/10/57,
19/10/57,
20/10/57,
21/10/57,
22/10/57,
23/10/57,
24/10/57,
25/10/57,
26/10/57,
27/10/57,
28/10/57,
29/10/57,
30/10/57,
31/10/57,
01/11/57,
02/11/57,
03/11/57,
04/11/57,
05/11/57,
06/11/57,
07/11/57,
08/11/57,
09/11/57,
10/11/57,
11/11/57,
12/11/57,
13/11/57,
14/11/57,
15/11/57,
16/11/57,
17/11/57,
18/11/57,
19/11/57,
20/11/57,
21/11/57,
22/11/57,
23/11/57,
24/11/57,
25/11/57,
26/11/57,
27/11/57,
28/11/57,
29/11/57,
30/11/57,
01/12/57,
02/12/57,
03/12/57,
04/12/57,
05/12/57,
06/12/57,
07/12/57,
08/12/57,
09/12/57,
10/12/57,
11/12/57,
12/12/57,
13/12/57,
14/12/57,
15/12/57,
16/12/57,
17/12/57,
18/12/57,
19/12/57,
20/12/57,
21/12/57,
22/12/57,
23/12/57,
24/12/57,
25/12/57,
26/12/57,
27/12/57,
28/12/57,
29/12/57,
30/12/57,
31/12/57,
01/01/58,
02/01/58,
03/01/58,
04/01/58,
05/01/58,
06/01/58,
07/01/58,
08/01/58,
09/01/58,
10/01/58,
11/01/58,
12/01/58,
13/01/58,
14/01/58,
15/01/58,
16/01/58,
17/01/58,
18/01/58,
19/01/58,
20/01/58,
21/01/58,
22/01/58,
23/01/58,
24/01/58,
25/01/58,
26/01/58,
27/01/58,
28/01/58,
29/01/58,
30/01/58,
31/01/58,
01/02/58,
02/02/58,
03/02/58,
04/02/58,
05/02/58,
06/02/58,
07/02/58,
08/02/58,
09/02/58,
10/02/58,
11/02/58,
12/02/58,
13/02/58,
14/02/58,
15/02/58,
16/02/58,
17/02/58,
18/02/58,
19/02/58,
20/02/58,
21/02/58,
22/02/58,
23/02/58,
24/02/58,
25/02/58,
26/02/58,
27/02/58,
28/02/58,
01/03/58,
02/03/58,
03/03/58,
04/03/58,
05/03/58,
06/03/58,
07/03/58,
08/03/58,
09/03/58,
10/03/58,
11/03/58,
12/03/58,
13/03/58,
14/03/58,
15/03/58,
16/03/58,
17/03/58,
18/03/58,
19/03/58,
20/03/58,
21/03/58,
22/03/58,
23/03/58,
24/03/58,
25/03/58,
26/03/58,
27/03/58,
28/03/58,
29/03/58,
30/03/58,
31/03/58,
01/04/58,
02/04/58,
03/04/58,
04/04/58,
05/04/58,
06/04/58,
07/04/58,
08/04/58,
09/04/58,
10/04/58,
11/04/58,
12/04/58,
13/04/58,
14/04/58,
15/04/58,
16/04/58,
17/04/58,
18/04/58,
19/04/58,
20/04/58,
21/04/58,
22/04/58,
23/04/58,
24/04/58,
25/04/58,
26/04/58,
27/04/58,
28/04/58,
29/04/58,
30/04/58,
01/05/58,
02/05/58,
03/05/58,
04/05/58,
05/05/58,
06/05/58,
07/05/58,
08/05/58,
09/05/58,
10/05/58,
11/05/58,
12/05/58,
13/05/58,
14/05/58,
15/05/58,
16/05/58,
17/05/58,
18/05/58,
19/05/58,
20/05/58,
21/05/58,
22/05/58,
23/05/58,
24/05/58,
25/05/58,
26/05/58,
27/05/58,
28/05/58,
29/05/58,
30/05/58,
31/05/58,
01/06/58,
02/06/58,
03/06/58,
04/06/58,
05/06/58,
06/06/58,
07/06/58,
08/06/58,
09/06/58,
10/06/58,
11/06/58,
12/06/58,
13/06/58,
14/06/58,
15/06/58,
16/06/58,
17/06/58,
18/06/58,
19/06/58,
20/06/58,
21/06/58,
22/06/58,
23/06/58,
24/06/58,
25/06/58,
26/06/58,
27/06/58,
28/06/58,
29/06/58,
30/06/58,
01/07/58,
02/07/58,
03/07/58,
04/07/58,
05/07/58,
06/07/58,
07/07/58,
08/07/58,
09/07/58,
10/07/58,
11/07/58,
12/07/58,
13/07/58,
14/07/58,
15/07/58,
16/07/58,
17/07/58,
18/07/58,
19/07/58,
20/07/58,
21/07/58,
22/07/58,
23/07/58,
24/07/58,
25/07/58,
26/07/58,
27/07/58,
28/07/58,
29/07/58,
30/07/58,
31/07/58,
01/08/58,
02/08/58,
03/08/58,
04/08/58,
05/08/58,
06/08/58,
07/08/58,
08/08/58,
09/08/58,
10/08/58,
11/08/58,
12/08/58,
13/08/58,
14/08/58,
15/08/58,
16/08/58,
17/08/58,
18/08/58,
19/08/58,
20/08/58,
21/08/58,
22/08/58,
23/08/58,
24/08/58,
25/08/58,
26/08/58,
27/08/58,
28/08/58,
29/08/58,
30/08/58,
31/08/58,
01/09/58,
02/09/58,
03/09/58,
04/09/58,
05/09/58,
06/09/58,
07/09/58,
08/09/58,
09/09/58,
10/09/58,
11/09/58,
12/09/58,
13/09/58,
14/09/58,
15/09/58,
16/09/58,
17/09/58,
18/09/58,
19/09/58,
20/09/58,
21/09/58,
22/09/58,
23/09/58,
24/09/58,
25/09/58,
26/09/58,
27/09/58,
28/09/58,
29/09/58,
30/09/58,
01/10/58,
02/10/58,
03/10/58,
04/10/58,
05/10/58,
06/10/58,
07/10/58,
08/10/58,
09/10/58,
10/10/58,
11/10/58,
12/10/58,
13/10/58,
14/10/58,
15/10/58,
16/10/58,
17/10/58,
18/10/58,
19/10/58,
20/10/58,
21/10/58,
22/10/58,
23/10/58,
24/10/58,
25/10/58,
26/10/58,
27/10/58,
28/10/58,
29/10/58,
30/10/58,
31/10/58,
01/11/58,
02/11/58,
03/11/58,
04/11/58,
05/11/58,
06/11/58,
07/11/58,
08/11/58,
09/11/58,
10/11/58,
11/11/58,
12/11/58,
13/11/58,
14/11/58,
15/11/58,
16/11/58,
17/11/58,
18/11/58,
19/11/58,
20/11/58,
21/11/58,
22/11/58,
23/11/58,
24/11/58,
25/11/58,
26/11/58,
27/11/58,
28/11/58,
29/11/58,
30/11/58,
01/12/58,
02/12/58,
03/12/58,
04/12/58,
05/12/58,
06/12/58,
07/12/58,
08/12/58,
09/12/58,
10/12/58,
11/12/58,
12/12/58,
13/12/58,
14/12/58,
15/12/58,
16/12/58,
17/12/58,
18/12/58,
19/12/58,
20/12/58,
21/12/58,
22/12/58,
23/12/58,
24/12/58,
25/12/58,
26/12/58,
27/12/58,
28/12/58,
29/12/58,
30/12/58,
31/12/58,
01/01/59,
02/01/59,
03/01/59,
04/01/59,
05/01/59,
06/01/59,
07/01/59,
08/01/59,
09/01/59,
10/01/59,
11/01/59,
12/01/59,
13/01/59,
14/01/59,
15/01/59,
16/01/59,
17/01/59,
18/01/59,
19/01/59,
20/01/59,
21/01/59,
22/01/59,
23/01/59,
24/01/59,
25/01/59,
26/01/59,
27/01/59,
28/01/59,
29/01/59,
30/01/59,
31/01/59,
01/02/59,
02/02/59,
03/02/59,
04/02/59,
05/02/59,
06/02/59,
07/02/59,
08/02/59,
09/02/59,
10/02/59,
11/02/59,
12/02/59,
13/02/59,
14/02/59,
15/02/59,
16/02/59,
17/02/59,
18/02/59,
19/02/59,
20/02/59,
21/02/59,
22/02/59,
23/02/59,
24/02/59,
25/02/59,
26/02/59,
27/02/59,
28/02/59,
01/03/59,
02/03/59,
03/03/59,
04/03/59,
05/03/59,
06/03/59,
07/03/59,
08/03/59,
09/03/59,
10/03/59,
11/03/59,
12/03/59,
13/03/59,
14/03/59,
15/03/59,
16/03/59,
17/03/59,
18/03/59,
19/03/59,
20/03/59,
21/03/59,
22/03/59,
23/03/59,
24/03/59,
25/03/59,
26/03/59,
27/03/59,
28/03/59,
29/03/59,
30/03/59,
31/03/59,
01/04/59,
02/04/59,
03/04/59,
04/04/59,
05/04/59,
06/04/59,
07/04/59,
08/04/59,
09/04/59,
10/04/59,
11/04/59,
12/04/59,
13/04/59,
14/04/59,
15/04/59,
16/04/59,
17/04/59,
18/04/59,
19/04/59,
20/04/59,
21/04/59,
22/04/59,
23/04/59,
24/04/59,
25/04/59,
26/04/59,
27/04/59,
28/04/59,
29/04/59,
30/04/59,
01/05/59,
02/05/59,
03/05/59,
04/05/59,
05/05/59,
06/05/59,
07/05/59,
08/05/59,
09/05/59,
10/05/59,
11/05/59,
12/05/59,
13/05/59,
14/05/59,
15/05/59,
16/05/59,
17/05/59,
18/05/59,
19/05/59,
20/05/59,
21/05/59,
22/05/59,
23/05/59,
24/05/59,
25/05/59,
26/05/59,
27/05/59,
28/05/59,
29/05/59,
30/05/59,
31/05/59,
01/06/59,
02/06/59,
03/06/59,
04/06/59,
05/06/59,
06/06/59,
07/06/59,
08/06/59,
09/06/59,
10/06/59,
11/06/59,
12/06/59,
13/06/59,
14/06/59,
15/06/59,
16/06/59,
17/06/59,
18/06/59,
19/06/59,
20/06/59,
21/06/59,
22/06/59,
23/06/59,
24/06/59,
25/06/59,
26/06/59,
27/06/59,
28/06/59,
29/06/59,
30/06/59,
01/07/59,
02/07/59,
03/07/59,
04/07/59,
05/07/59,
06/07/59,
07/07/59,
08/07/59,
09/07/59,
10/07/59,
11/07/59,
12/07/59,
13/07/59,
14/07/59,
15/07/59,
16/07/59,
17/07/59,
18/07/59,
19/07/59,
20/07/59,
21/07/59,
22/07/59,
23/07/59,
24/07/59,
25/07/59,
26/07/59,
27/07/59,
28/07/59,
29/07/59,
30/07/59,
31/07/59,
01/08/59,
02/08/59,
03/08/59,
04/08/59,
05/08/59,
06/08/59,
07/08/59,
08/08/59,
09/08/59,
10/08/59,
11/08/59,
12/08/59,
13/08/59,
14/08/59,
15/08/59,
16/08/59,
17/08/59,
18/08/59,
19/08/59,
20/08/59,
21/08/59,
22/08/59,
23/08/59,
24/08/59,
25/08/59,
26/08/59,
27/08/59,
28/08/59,
29/08/59,
30/08/59,
31/08/59,
01/09/59,
02/09/59,
03/09/59,
04/09/59,
05/09/59,
06/09/59,
07/09/59,
08/09/59,
09/09/59,
10/09/59,
11/09/59,
12/09/59,
13/09/59,
14/09/59,
15/09/59,
16/09/59,
17/09/59,
18/09/59,
19/09/59,
20/09/59,
21/09/59,
22/09/59,
23/09/59,
24/09/59,
25/09/59,
26/09/59,
27/09/59,
28/09/59,
29/09/59,
30/09/59,
01/10/59,
02/10/59,
03/10/59,
04/10/59,
05/10/59,
06/10/59,
07/10/59,
08/10/59,
09/10/59,
10/10/59,
11/10/59,
12/10/59,
13/10/59,
14/10/59,
15/10/59,
16/10/59,
17/10/59,
18/10/59,
19/10/59,
20/10/59,
21/10/59,
22/10/59,
23/10/59,
24/10/59,
25/10/59,
26/10/59,
27/10/59,
28/10/59,
29/10/59,
30/10/59,
31/10/59,
01/11/59,
02/11/59,
03/11/59,
04/11/59,
05/11/59,
06/11/59,
07/11/59,
08/11/59,
09/11/59,
10/11/59,
11/11/59,
12/11/59,
13/11/59,
14/11/59,
15/11/59,
16/11/59,
17/11/59,
18/11/59,
19/11/59,
20/11/59,
21/11/59,
22/11/59,
23/11/59,
24/11/59,
25/11/59,
26/11/59,
27/11/59,
28/11/59,
29/11/59,
30/11/59,
01/12/59,
02/12/59,
03/12/59,
04/12/59,
05/12/59,
06/12/59,
07/12/59,
08/12/59,
09/12/59,
10/12/59,
11/12/59,
12/12/59,
13/12/59,
14/12/59,
15/12/59,
16/12/59,
17/12/59,
18/12/59,
19/12/59,
20/12/59,
21/12/59,
22/12/59,
23/12/59,
24/12/59,
25/12/59,
26/12/59,
27/12/59,
28/12/59,
29/12/59,
30/12/59,
31/12/59,
01/01/60,
02/01/60,
03/01/60,
04/01/60,
05/01/60,
06/01/60,
07/01/60,
08/01/60,
09/01/60,
10/01/60,
11/01/60,
12/01/60,
13/01/60,
14/01/60,
15/01/60,
16/01/60,
17/01/60,
18/01/60,
19/01/60,
20/01/60,
21/01/60,
22/01/60,
23/01/60,
24/01/60,
25/01/60,
26/01/60,
27/01/60,
28/01/60,
29/01/60,
30/01/60,
31/01/60,
01/02/60,
02/02/60,
03/02/60,
04/02/60,
05/02/60,
06/02/60,
07/02/60,
08/02/60,
09/02/60,
10/02/60,
11/02/60,
12/02/60,
13/02/60,
14/02/60,
15/02/60,
16/02/60,
17/02/60,
18/02/60,
19/02/60,
20/02/60,
21/02/60,
22/02/60,
23/02/60,
24/02/60,
25/02/60,
26/02/60,
27/02/60,
28/02/60,
29/02/60,
01/03/60,
02/03/60,
03/03/60,
04/03/60,
05/03/60,
06/03/60,
07/03/60,
08/03/60,
09/03/60,
10/03/60,
11/03/60,
12/03/60,
13/03/60,
14/03/60,
15/03/60,
16/03/60,
17/03/60,
18/03/60,
19/03/60,
20/03/60,
21/03/60,
22/03/60,
23/03/60,
24/03/60,
25/03/60,
26/03/60,
27/03/60,
28/03/60,
29/03/60,
30/03/60,
31/03/60,
01/04/60,
02/04/60,
03/04/60,
04/04/60,
05/04/60,
06/04/60,
07/04/60,
08/04/60,
09/04/60,
10/04/60,
11/04/60,
12/04/60,
13/04/60,
14/04/60,
15/04/60,
16/04/60,
17/04/60,
18/04/60,
19/04/60,
20/04/60,
21/04/60,
22/04/60,
23/04/60,
24/04/60,
25/04/60,
26/04/60,
27/04/60,
28/04/60,
29/04/60,
30/04/60,
01/05/60,
02/05/60,
03/05/60,
04/05/60,
05/05/60,
06/05/60,
07/05/60,
08/05/60,
09/05/60,
10/05/60,
11/05/60,
12/05/60,
13/05/60,
14/05/60,
15/05/60,
16/05/60,
17/05/60,
18/05/60,
19/05/60,
20/05/60,
21/05/60,
22/05/60,
23/05/60,
24/05/60,
25/05/60,
26/05/60,
27/05/60,
28/05/60,
29/05/60,
30/05/60,
31/05/60,
01/06/60,
02/06/60,
03/06/60,
04/06/60,
05/06/60,
06/06/60,
07/06/60,
08/06/60,
09/06/60,
10/06/60,
11/06/60,
12/06/60,
13/06/60,
14/06/60,
15/06/60,
16/06/60,
17/06/60,
18/06/60,
19/06/60,
20/06/60,
21/06/60,
22/06/60,
23/06/60,
24/06/60,
25/06/60,
26/06/60,
27/06/60,
28/06/60,
29/06/60,
30/06/60,
01/07/60,
02/07/60,
03/07/60,
04/07/60,
05/07/60,
06/07/60,
07/07/60,
08/07/60,
09/07/60,
10/07/60,
11/07/60,
12/07/60,
13/07/60,
14/07/60,
15/07/60,
16/07/60,
17/07/60,
18/07/60,
19/07/60,
20/07/60,
21/07/60,
22/07/60,
23/07/60,
24/07/60,
25/07/60,
26/07/60,
27/07/60,
28/07/60,
29/07/60,
30/07/60,
31/07/60,
01/08/60,
02/08/60,
03/08/60,
04/08/60,
05/08/60,
06/08/60,
07/08/60,
08/08/60,
09/08/60,
10/08/60,
11/08/60,
12/08/60,
13/08/60,
14/08/60,
15/08/60,
16/08/60,
17/08/60,
18/08/60,
19/08/60,
20/08/60,
21/08/60,
22/08/60,
23/08/60,
24/08/60,
25/08/60,
26/08/60,
27/08/60,
28/08/60,
29/08/60,
30/08/60,
31/08/60,
01/09/60,
02/09/60,
03/09/60,
04/09/60,
05/09/60,
06/09/60,
07/09/60,
08/09/60,
09/09/60,
10/09/60,
11/09/60,
12/09/60,
13/09/60,
14/09/60,
15/09/60,
16/09/60,
17/09/60,
18/09/60,
19/09/60,
20/09/60,
21/09/60,
22/09/60,
23/09/60,
24/09/60,
25/09/60,
26/09/60,
27/09/60,
28/09/60,
29/09/60,
30/09/60,
01/10/60,
02/10/60,
03/10/60,
04/10/60,
05/10/60,
06/10/60,
07/10/60,
08/10/60,
09/10/60,
10/10/60,
11/10/60,
12/10/60,
13/10/60,
14/10/60,
15/10/60,
16/10/60,
17/10/60,
18/10/60,
19/10/60,
20/10/60,
21/10/60,
22/10/60,
23/10/60,
24/10/60,
25/10/60,
26/10/60,
27/10/60,
28/10/60,
29/10/60,
30/10/60,
31/10/60,
01/11/60,
02/11/60,
03/11/60,
04/11/60,
05/11/60,
06/11/60,
07/11/60,
08/11/60,
09/11/60,
10/11/60,
11/11/60,
12/11/60,
13/11/60,
14/11/60,
15/11/60,
16/11/60,
17/11/60,
18/11/60,
19/11/60,
20/11/60,
21/11/60,
22/11/60,
23/11/60,
24/11/60,
25/11/60,
26/11/60,
27/11/60,
28/11/60,
29/11/60,
30/11/60,
01/12/60,
02/12/60,
03/12/60,
04/12/60,
05/12/60,
06/12/60,
07/12/60,
08/12/60,
09/12/60,
10/12/60,
11/12/60,
12/12/60,
13/12/60,
14/12/60,
15/12/60,
16/12/60,
17/12/60,
18/12/60,
19/12/60,
20/12/60,
21/12/60,
22/12/60,
23/12/60,
24/12/60,
25/12/60,
26/12/60,
27/12/60,
28/12/60,
29/12/60,
30/12/60,
31/12/60,
01/01/61,
02/01/61,
03/01/61,
04/01/61,
05/01/61,
06/01/61,
07/01/61,
08/01/61,
09/01/61,
10/01/61,
11/01/61,
12/01/61,
13/01/61,
14/01/61,
15/01/61,
16/01/61,
17/01/61,
18/01/61,
19/01/61,
20/01/61,
21/01/61,
22/01/61,
23/01/61,
24/01/61,
25/01/61,
26/01/61,
27/01/61,
28/01/61,
29/01/61,
30/01/61,
31/01/61,
01/02/61,
02/02/61,
03/02/61,
04/02/61,
05/02/61,
06/02/61,
07/02/61,
08/02/61,
09/02/61,
10/02/61,
11/02/61,
12/02/61,
13/02/61,
14/02/61,
15/02/61,
16/02/61,
17/02/61,
18/02/61,
19/02/61,
20/02/61,
21/02/61,
22/02/61,
23/02/61,
24/02/61,
25/02/61,
26/02/61,
27/02/61,
28/02/61,
01/03/61,
02/03/61,
03/03/61,
04/03/61,
05/03/61,
06/03/61,
07/03/61,
08/03/61,
09/03/61,
10/03/61,
11/03/61,
12/03/61,
13/03/61,
14/03/61,
15/03/61,
16/03/61,
17/03/61,
18/03/61,
19/03/61,
20/03/61,
21/03/61,
22/03/61,
23/03/61,
24/03/61,
25/03/61,
26/03/61,
27/03/61,
28/03/61,
29/03/61,
30/03/61,
31/03/61,
01/04/61,
02/04/61,
03/04/61,
04/04/61,
05/04/61,
06/04/61,
07/04/61,
08/04/61,
09/04/61,
10/04/61,
11/04/61,
12/04/61,
13/04/61,
14/04/61,
15/04/61,
16/04/61,
17/04/61,
18/04/61,
19/04/61,
20/04/61,
21/04/61,
22/04/61,
23/04/61,
24/04/61,
25/04/61,
26/04/61,
27/04/61,
28/04/61,
29/04/61,
30/04/61,
01/05/61,
02/05/61,
03/05/61,
04/05/61,
05/05/61,
06/05/61,
07/05/61,
08/05/61,
09/05/61,
10/05/61,
11/05/61,
12/05/61,
13/05/61,
14/05/61,
15/05/61,
16/05/61,
17/05/61,
18/05/61,
19/05/61,
20/05/61,
21/05/61,
22/05/61,
23/05/61,
24/05/61,
25/05/61,
26/05/61,
27/05/61,
28/05/61,
29/05/61,
30/05/61,
31/05/61,
01/06/61,
02/06/61,
03/06/61,
04/06/61,
05/06/61,
06/06/61,
07/06/61,
08/06/61,
09/06/61,
10/06/61,
11/06/61,
12/06/61,
13/06/61,
14/06/61,
15/06/61,
16/06/61,
17/06/61,
18/06/61,
19/06/61,
